n,||u||_2,||u||_inf,E(u),||p||_2,||p||_inf,E(p),||T||_2,||T||_inf,E(T),||S||_2,||S||_inf,E(S)
76,2.4168578820799365,3.6849443391303307,172.53634861834936,411.699947298116,740.2852249206156,158528.61548342364,0.5763240784166126,1.0,0.5583075603140145,0.0,0.0,0.0
77,2.4168578950758746,3.6848535972722574,172.53634739476013,411.7104476942854,740.3040014304905,158540.58803021666,0.5763407058271661,1.0,0.5583075042238733,0.0,0.0,0.0
78,2.4168579056879085,3.684771427193621,172.53634635221087,411.71995578104276,740.3210033178209,158551.42966155414,0.5763557621061511,1.0,0.5583074581589106,0.0,0.0,0.0
79,2.4168579143059525,3.6846970194499327,172.53634545632525,411.7285653295305,740.3363983162537,158561.24715374422,0.5763693956874278,1.0,0.558307420326275,0.0,0.0,0.0
80,2.416857921263579,3.6846296409927186,172.53634468036506,411.73636125044305,740.3503383041224,158570.13721055305,0.5763817409856216,1.0,0.5583073892535413,0.0,0.0,0.0
81,2.416857926844486,3.6845686279645813,172.5363440034207,411.7434204311793,740.362960803483,158578.18741178288,0.5763929197194549,1.0,0.5583073637315261,0.0,0.0,0.0
82,2.416857931288698,3.6845133791732545,172.53634340903693,411.7498124938316,740.37439033731,158585.4770728075,0.5764030421102984,1.0,0.5583073427672975,0.0,0.0,0.0
83,2.4168579347983434,3.6844633501806703,172.5363428841694,411.75560048160764,740.3847396583716,158592.0780233694,0.5764122079676886,1.0,0.5583073255455346,0.0,0.0,0.0
84,2.4168579375429062,3.684418047949028,172.53634241839362,411.7608414804265,740.3941108619233,158598.05531318186,0.5764205076724429,1.0,0.5583073113967976,0.0,0.0,0.0
85,2.41685793966392,3.6843770259914677,172.53634200330376,411.76558718179405,740.4025963931842,158603.4678511781,0.576428023067026,1.0,0.5583072997714444,0.0,0.0,0.0
86,2.4168579412791487,3.684339879979819,172.53634163205783,411.76988439247225,740.4102799595286,158608.36898462052,0.5764348282618975,1.0,0.5583072902182036,0.0,0.0,0.0
87,2.4168579424862044,3.6843062437663257,172.5363412990274,411.7737754960915,740.4172373565176,158612.80702370446,0.5764409903657579,1.0,0.5583072823665806,0.0,0.0,0.0
88,2.4168579433657182,3.6842757857804767,172.53634099953877,411.7772988710262,740.4235372157042,158616.82571676144,0.5764465701468718,1.0,0.5583072759123998,0.0,0.0,0.0
89,2.4168579439840583,3.6842482057655133,172.53634072966605,411.7804892689408,740.4292416819021,158620.4646807086,0.5764516226319588,1.0,0.5583072706059371,0.0,0.0,0.0
90,2.4168579443956455,3.6842232318227173,172.53634048608117,411.78337815741986,740.4344070262579,158623.75979093442,0.5764561976485444,1.0,0.5583072662421683,0.0,0.0,0.0
91,2.4168579446449523,3.6842006177344166,172.5363402659344,411.78599403031086,740.4390842014576,158626.7435344442,0.5764603403161029,1.0,0.5583072626527683,0.0,0.0,0.0
